taxid,parent,taxonomic_rank,scientific_name
taxon:869690 [Escherichia coli 2.4168]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2.4168
taxon:752784 [Escherichia coli KD2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KD2
taxon:1535104 [Escherichia sp. ESBL221B15_13_2E]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL221B15_13_2E
taxon:2079160 [Escherichia coli O51]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O51
taxon:1005407 [Escherichia coli 95.1288]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 95.1288
taxon:1330528 [Escherichia coli NCCP 15656]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli NCCP 15656
taxon:1446636 [Escherichia coli O157:H7 str. 2011EL-2105]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-2105
taxon:1437740 [Escherichia sp. BAB-3431]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. BAB-3431
taxon:626529 [Escherichia coli O157:H12]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O157:H12
taxon:1484778 [Escherichia sp. CZBRD4]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. CZBRD4
taxon:1169332 [Escherichia coli KTE12]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE12
taxon:754338 [Escherichia sp. TW14264]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. TW14264
taxon:1147168 [Escherichia coli TW10491]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10491
taxon:1017042 [Escherichia coli PBC22]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PBC22
taxon:1330529 [Escherichia coli NCCP 15655]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli NCCP 15655
taxon:1116076 [Escherichia coli P0302293.6]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0302293.6
taxon:1182673 [Escherichia coli KTE66]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE66
taxon:741093 [Escherichia coli Xuzhou21]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli Xuzhou21
taxon:1123787 [Escherichia sp. OES18]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. OES18
taxon:1147169 [Escherichia coli TW10503]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10503
taxon:1645089 [Escherichia sp. UIWRF1151]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF1151
taxon:1182653 [Escherichia coli KTE46]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE46
taxon:868169 [Escherichia coli DEC7E]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC7E
taxon:1095712 [Escherichia coli O30]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O30
taxon:1444045 [Escherichia coli 2-474-04_S1_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-474-04_S1_C1
taxon:694522 [Escherichia coli MV7505]@no rank,taxon:83333 [Escherichia coli K-12]@strain,no rank,Escherichia coli MV7505
taxon:2082616 [Escherichia sp. R1]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. R1
taxon:502346 [Escherichia coli O157:H7 str. TW14588]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. TW14588
taxon:1281075 [Escherichia coli HVH 142 (4-5627451)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 142 (4-5627451)
taxon:1280984 [Escherichia coli HVH 33 (4-2174936)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 33 (4-2174936)
taxon:1337997 [Escherichia coli IMT8073]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli IMT8073
taxon:1355108 [Escherichia coli JJ2041]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ2041
taxon:1535092 [Escherichia sp. ESBL157B1_13_2E]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL157B1_13_2E
taxon:2870764 [Escherichia sp. NT45]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. NT45
taxon:1116080 [Escherichia coli P0305260.6]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0305260.6
taxon:1333594 [Escherichia coli MC21]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MC21
taxon:1147182 [Escherichia coli TW10619]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10619
taxon:1355078 [Escherichia coli U024]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli U024
taxon:1017036 [Escherichia coli PBB6]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PBB6
taxon:1444180 [Escherichia coli 2-210-07_S3_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-210-07_S3_C3
taxon:1454383 [Escherichia coli 4541-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 4541-1
taxon:370986 [Escherichia sp. 6CR]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. 6CR
taxon:1446586 [Escherichia coli O145:NM str. 08-4270]@strain,taxon:991919 [Escherichia coli O145:NM]@serotype,strain,Escherichia coli O145:NM str. 08-4270
taxon:1446707 [Escherichia coli O25:NM]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O25:NM
taxon:1416672 [Escherichia coli N37058PS]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli N37058PS
taxon:1182698 [Escherichia coli KTE98]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE98
taxon:1095718 [Escherichia coli O19 str. F8188-41]@strain,taxon:1095707 [Escherichia coli O19]@serogroup,strain,Escherichia coli O19 str. F8188-41
taxon:1268983 [Escherichia coli 907700]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 907700
taxon:1196033 [Escherichia coli SEPT362]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli SEPT362
taxon:1005476 [Escherichia coli FRIK1985]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli FRIK1985
taxon:1010816 [Escherichia coli 3350-73 (13a)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3350-73 (13a)
taxon:2048778 [Escherichia coli O178:H19]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O178:H19
taxon:1116056 [Escherichia coli P0299917.10]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0299917.10
taxon:1138318 [Escherichia sp. enrichment culture clone 17]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone 17
taxon:1444122 [Escherichia coli 2-210-07_S3_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-210-07_S3_C1
taxon:1392861 [Escherichia coli M16]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli M16
taxon:1116123 [Escherichia coli 2726950]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2726950
taxon:1446577 [Escherichia coli O121:H7]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O121:H7
taxon:1281098 [Escherichia coli HVH 167 (4-6073565)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 167 (4-6073565)
taxon:2093893 [Escherichia sp. MOD1-EC6157]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. MOD1-EC6157
taxon:1446513 [Escherichia coli O111:NM str. 03-3484]@strain,taxon:373045 [Escherichia coli O111:NM]@serotype,strain,Escherichia coli O111:NM str. 03-3484
taxon:1240380 [Escherichia coli H093740495]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H093740495
taxon:1645077 [Escherichia sp. UIWRF1139]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF1139
taxon:1359207 [Escherichia coli O117:K1:H7]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O117:K1:H7
taxon:656398 [Escherichia coli H397]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H397
taxon:1281145 [Escherichia coli HVH 218 (4-4500903)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 218 (4-4500903)
taxon:1921750 [Escherichia sp. 134258]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. 134258
taxon:1182692 [Escherichia coli KTE87]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE87
taxon:1147194 [Escherichia coli TW11651]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW11651
taxon:1280992 [Escherichia coli HVH 42 (4-2100061)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 42 (4-2100061)
taxon:1281115 [Escherichia coli HVH 188 (4-2356988)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 188 (4-2356988)
taxon:1444164 [Escherichia coli 1-392-07_S3_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1-392-07_S3_C2
taxon:404389 [Escherichia coli O154:H9]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O154:H9
taxon:749542 [Escherichia coli MS 16-3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MS 16-3
taxon:1005453 [Escherichia coli 5.2219]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 5.2219
taxon:697903 [Escherichia coli ETEC WS1896A]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ETEC WS1896A
taxon:749541 [Escherichia coli MS 153-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MS 153-1
taxon:1334188 [Escherichia coli Bal225]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli Bal225
taxon:1356407 [Escherichia sp. AF4]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. AF4
taxon:1138316 [Escherichia sp. enrichment culture clone 12]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone 12
taxon:1151223 [Escherichia coli B5-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B5-1
taxon:1535109 [Escherichia sp. ESBL243B15_13_2E]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL243B15_13_2E
taxon:1446726 [Escherichia coli O26:H11 str. 2010C-5028]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. 2010C-5028
taxon:1392850 [Escherichia coli M4]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli M4
taxon:1181774 [Escherichia coli KTE228]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE228
taxon:1286335 [Escherichia coli TOP293-2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP293-2
taxon:1169338 [Escherichia coli KTE19]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE19
taxon:550684 [Escherichia coli B1167]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B1167
taxon:930405 [Escherichia coli O157:HNM]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O157:HNM
taxon:1446651 [Escherichia coli O157:H7 str. 2011EL-2313]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-2313
taxon:1358407 [Escherichia coli O145 str. CFSAN002156]@strain,taxon:1055538 [Escherichia coli O145]@serogroup,strain,Escherichia coli O145 str. CFSAN002156
taxon:1005441 [Escherichia coli 0.1304]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 0.1304
taxon:1116082 [Escherichia coli P0305260.8]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0305260.8
taxon:1444099 [Escherichia coli 2-427-07_S1_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-427-07_S1_C3
taxon:1645052 [Escherichia sp. UIWRF0934]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0934
taxon:1563531 [Escherichia sp. ESBL526B1_13_4A]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL526B1_13_4A
taxon:1116187 [Escherichia coli P0304816.11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0304816.11
taxon:1444159 [Escherichia coli 8-415-05_S3_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 8-415-05_S3_C2
taxon:1281137 [Escherichia coli HVH 210 (4-3042480)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 210 (4-3042480)
taxon:1355081 [Escherichia coli ZH071]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ZH071
taxon:1274814 [Escherichia coli APEC O78]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli APEC O78
taxon:2048781 [Escherichia coli O27:H7]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O27:H7
taxon:1405295 [Escherichia coli ATCC BAA-2219]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ATCC BAA-2219
taxon:1127126 [Escherichia coli C213_10]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C213_10
taxon:1354003 [Escherichia coli #1/H766]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli #1/H766
taxon:1005557 [Escherichia coli MA6]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MA6
taxon:1147223 [Escherichia coli TW12082]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW12082
taxon:1005542 [Escherichia coli EC1847]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli EC1847
taxon:1403831 [Escherichia coli str. K-12 substr. MC4100]@no rank,taxon:83333 [Escherichia coli K-12]@strain,no rank,Escherichia coli str. K-12 substr. MC4100
taxon:2597390 [Escherichia sp. PMB1845]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. PMB1845
taxon:1444044 [Escherichia coli 2-460-02_S1_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-460-02_S1_C1
taxon:1128597 [Escherichia coli Ec11-4986]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli Ec11-4986
taxon:989481 [Escherichia sp. A94]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. A94
taxon:1408253 [Escherichia coli H89]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H89
taxon:1306398 [Escherichia coli O127:H27]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O127:H27
taxon:2597391 [Escherichia sp. PMB1853]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. PMB1853
taxon:1182714 [Escherichia coli KTE127]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE127
taxon:1355069 [Escherichia coli MVAST131]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MVAST131
taxon:1286340 [Escherichia coli TOP550-2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP550-2
taxon:1355107 [Escherichia coli JJ2009]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ2009
taxon:2653512 [Escherichia sp. AGR3623]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. AGR3623
taxon:1308682 [Escherichia coli ADL-304]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ADL-304
taxon:941280 [Escherichia coli O25b:H4]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O25b:H4
taxon:1181755 [Escherichia coli KTE209]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE209
taxon:511693 [Escherichia coli BL21]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BL21
taxon:1169371 [Escherichia coli KTE99]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE99
taxon:1446673 [Escherichia coli O157:H7 str. K2192]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. K2192
taxon:1358395 [Escherichia coli O111 str. CFSAN002144]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. CFSAN002144
taxon:1165952 [Escherichia coli O26:H11 str. CVM10030]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. CVM10030
taxon:1446713 [Escherichia coli O26:H11 str. 2009C-3689]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. 2009C-3689
taxon:1446594 [Escherichia coli O145:NM str. 2010C-3518]@strain,taxon:991919 [Escherichia coli O145:NM]@serotype,strain,Escherichia coli O145:NM str. 2010C-3518
taxon:1095709 [Escherichia coli O25]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O25
taxon:1388737 [Escherichia coli W181]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli W181
taxon:2162911 [Escherichia coli O21]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O21
taxon:1417796 [Escherichia coli LAU-EC10]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli LAU-EC10
taxon:1147181 [Escherichia coli TW10595]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10595
taxon:1286845 [Escherichia coli STHG79]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli STHG79
taxon:1446623 [Escherichia coli O157:H7 str. 2011EL-1107]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-1107
taxon:2854732 [Escherichia coli O78:H4]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O78:H4
taxon:1612597 [Escherichia sp. BAB-4455]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. BAB-4455
taxon:868161 [Escherichia coli DEC6B]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC6B
taxon:1005546 [Escherichia coli EC1856]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli EC1856
taxon:1862377 [Escherichia sp. ND47]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ND47
taxon:1446584 [Escherichia coli O145:H28 str. 2009C-3292]@strain,taxon:1078034 [Escherichia coli O145:H28]@serotype,strain,Escherichia coli O145:H28 str. 2009C-3292
taxon:1116050 [Escherichia coli P0299917.4]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0299917.4
taxon:1308670 [Escherichia coli ADL-305]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ADL-305
taxon:1147209 [Escherichia coli TW11839]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW11839
taxon:1355091 [Escherichia coli CD345]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli CD345
taxon:2067426 [Escherichia coli O53]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O53
taxon:1095708 [Escherichia coli O23]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O23
taxon:1678463 [Escherichia sp. UIWRF0498]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0498
taxon:1116194 [Escherichia coli P0305260.5]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0305260.5
taxon:293880 [Escherichia sp. SI-56]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. SI-56
taxon:1535084 [Escherichia sp. ESBL107bB6_VA_12EESBL]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL107bB6_VA_12EESBL
taxon:2994672 [Escherichia sp. Lx600-2]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. Lx600-2
taxon:1446652 [Escherichia coli O157:H7 str. F6142]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. F6142
taxon:1645014 [Escherichia sp. UIWRF0841]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0841
taxon:1355096 [Escherichia coli CD449]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli CD449
taxon:926027 [Escherichia coli O157:H- str. 493-89]@strain,taxon:183192 [Escherichia coli O157:H-]@serotype,strain,Escherichia coli O157:H- str. 493-89
taxon:1005555 [Escherichia coli TT12B]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TT12B
taxon:1147185 [Escherichia coli TW10742]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10742
taxon:2093898 [Escherichia sp. MOD1-EC6819]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. MOD1-EC6819
taxon:2093867 [Escherichia sp. MOD1-EC5426]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. MOD1-EC5426
taxon:1678454 [Escherichia sp. UIWRF0421]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0421
taxon:1055542 [Escherichia coli O111 str. RM9322]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. RM9322
taxon:1010821 [Escherichia coli 5.3169]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 5.3169
taxon:1005496 [Escherichia coli PA15]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PA15
taxon:1181775 [Escherichia coli KTE229]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE229
taxon:1645071 [Escherichia sp. UIWRF0965]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0965
taxon:861911 [Escherichia coli O6:HNM]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O6:HNM
taxon:1355089 [Escherichia coli CD331]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli CD331
taxon:1849434 [Escherichia sp. Gmqp2]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. Gmqp2
taxon:1182655 [Escherichia coli KTE48]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE48
taxon:2093900 [Escherichia sp. MOD1-EC7003]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. MOD1-EC7003
taxon:1151231 [Escherichia coli B93]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B93
taxon:1017037 [Escherichia coli PBB13]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PBB13
taxon:1358385 [Escherichia coli O111 str. CFSAN002134]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. CFSAN002134
taxon:1446524 [Escherichia coli O111:NM str. 2010C-4735]@strain,taxon:373045 [Escherichia coli O111:NM]@serotype,strain,Escherichia coli O111:NM str. 2010C-4735
taxon:376725 [Escherichia coli O103:H2]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O103:H2
taxon:2870765 [Escherichia sp. NIC3-2]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. NIC3-2
taxon:2478970 [Escherichia sp. E10V10]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. E10V10
taxon:1446640 [Escherichia coli O157:H7 str. 2011EL-2109]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-2109
taxon:1355041 [Escherichia coli G213]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli G213
taxon:550676 [Escherichia coli B185]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B185
taxon:1644907 [Escherichia sp. UIWRF0156]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0156
taxon:1444275 [Escherichia coli 1-392-07_S4_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1-392-07_S4_C3
taxon:861910 [Escherichia coli O127:H21]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O127:H21
taxon:1005444 [Escherichia coli 1.0080]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1.0080
taxon:406373 [Escherichia sp. FHM102]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. FHM102
taxon:1861959 [Escherichia sp. SP-3.0]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. SP-3.0
taxon:1282408 [Escherichia sp. ASG34]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ASG34
taxon:1286344 [Escherichia coli TOP2396-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP2396-1
taxon:1438675 [Escherichia coli BIDMC 71]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BIDMC 71
taxon:1446606 [Escherichia coli O157: str. 2010EL-2044]@no rank,taxon:1045010 [Escherichia coli O157]@serogroup,no rank,Escherichia coli O157: str. 2010EL-2044
taxon:2861805 [Escherichia coli O139:H1]@no rank,taxon:562 [Escherichia coli]@species,no rank,Escherichia coli O139:H1
taxon:1678473 [Escherichia sp. UIWRF0607]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0607
taxon:478005 [Escherichia coli O157:H7 str. EC4486]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. EC4486
taxon:868150 [Escherichia coli DEC4B]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC4B
taxon:1450436 [Escherichia coli 402290]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 402290
taxon:1355043 [Escherichia coli H003]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H003
taxon:1645042 [Escherichia sp. UIWRF0919]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0919
taxon:1565448 [Escherichia sp. APp10510_Tm29]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. APp10510_Tm29
taxon:1281081 [Escherichia coli HVH 148 (4-3192490)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 148 (4-3192490)
taxon:1268999 [Escherichia coli 908585]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 908585
taxon:656401 [Escherichia coli H442]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H442
taxon:1411698 [Escherichia coli 38.16]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 38.16
taxon:1169342 [Escherichia coli KTE23]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE23
taxon:702434 [Escherichia coli O157:H7 str. EC4191]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. EC4191
taxon:1444057 [Escherichia coli 3-267-03_S1_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3-267-03_S1_C1
taxon:406365 [Escherichia sp. FH12]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. FH12
taxon:1116100 [Escherichia coli p0305293.12]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli p0305293.12
taxon:1355047 [Escherichia coli H17]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H17
taxon:1446746 [Escherichia coli O6:H16]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O6:H16
